type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),sky
enum,enum,numeric,numeric,numeric,numeric,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
central,VELA28MRP,325032,3.196,2.07692307692,5,F160W,300.5754,0.0315,303.2964,0.0318,19.6651,0.0027,22.6221,0.0555,1750.69038585,4.29506175,1.1705,0.0045,0.8300,0.0020,36.0760,0.4727,0.000e+00
central,VELA28MRP,325032,3.196,2.07692307692,6,F160W,303.6722,0.0366,303.9348,0.1082,19.7792,0.0033,45.5606,0.1377,3525.8664931,10.65639645,1.0814,0.0060,0.3421,0.0010,-16.0899,0.0882,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,6,F160W,301.0380,0.0792,443.1869,0.2328,22.9379,0.0163,27.8599,0.5847,2156.03587115,45.24905595,1.6066,0.0371,0.3315,0.0052,-18.0451,0.4756,0.000e+00
central,VELA28MRP,325032,3.196,2.07692307692,7,F160W,300.9343,0.0422,300.3802,0.0240,19.6804,0.0024,23.7294,0.0495,1836.3826719,3.83073075,1.1404,0.0041,0.5954,0.0014,-84.7924,0.1386,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,7,F160W,530.0586,0.2144,521.3448,0.2016,23.5844,0.0146,25.3966,0.2422,1965.4047791,18.7434947,0.8100,0.0156,0.6808,0.0062,-76.1537,1.1689,0.000e+00
central,VELA28MRP,325032,3.196,2.07692307692,8,F160W,300.6859,0.0423,300.8988,0.0248,19.6709,0.0024,24.0651,0.0496,1862.36199135,3.8384696,1.1258,0.0042,0.6009,0.0014,89.9799,0.1388,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,8,F160W,533.5329,0.2390,546.7465,0.2080,23.6107,0.0148,24.2520,0.2140,1876.825902,16.561139,0.7830,0.0181,0.7332,0.0096,-76.0327,1.5140,0.000e+00
central,VELA28MRP,328348,3.239,2.0487804878,0,F160W,298.7893,0.0351,303.0143,0.0303,20.8058,0.0086,15.4630,0.1432,1208.866414,11.1950896,1.4992,0.0148,0.2313,0.0015,49.3785,0.1207,0.000e+00
other,VELA28MRP,328348,3.239,2.0487804878,0,F160W,273.8039,0.3057,484.8973,0.3538,22.9376,0.0127,37.8218,0.5078,2956.8326804,39.6987884,0.8329,0.0182,0.7874,0.0085,19.1414,1.6819,0.000e+00
other,VELA28MRP,328348,3.239,2.0487804878,0,F160W,281.9609,0.0417,319.7516,0.0519,19.6075,0.0028,33.6165,0.0939,2628.070737,7.3409142,1.4814,0.0046,0.4044,0.0010,36.4960,0.0723,0.000e+00
central,VELA28MRP,328348,3.239,2.0487804878,1,F160W,316.9601,0.0381,301.4814,0.0133,19.3048,0.0022,27.1775,0.0488,2124.682595,3.8150864,1.4754,0.0043,0.3464,0.0008,-78.8277,0.0425,0.000e+00
central,VELA28MRP,328348,3.239,2.0487804878,5,F160W,288.6158,0.0359,302.8412,0.0232,19.4568,0.0023,22.3331,0.0446,1745.9570918,3.4867388,1.2172,0.0039,0.6674,0.0015,74.1006,0.1831,0.000e+00
central,VELA28MRP,328348,3.239,2.0487804878,6,F160W,281.1873,0.0524,308.2931,0.0252,19.4616,0.0026,31.5688,0.0584,2467.9856464,4.5655952,1.2547,0.0046,0.3730,0.0009,62.8065,0.0608,0.000e+00
other,VELA28MRP,328348,3.239,2.0487804878,6,F160W,175.7895,1.7766,418.8988,2.1865,22.0210,0.0111,229.7691,2.0818,17962.8886998,162.7509604,0.0717,0.0032,0.2394,0.0025,39.2658,0.1049,0.000e+00
central,VELA28MRP,328348,3.239,2.0487804878,7,F160W,288.5503,0.0316,294.2654,0.0159,19.4415,0.0021,22.6638,0.0404,1771.8105564,3.1583912,1.1903,0.0034,0.5068,0.0011,-64.0277,0.0914,0.000e+00
other,VELA28MRP,328348,3.239,2.0487804878,7,F160W,321.7113,0.1992,584.0150,0.2506,23.8649,0.0141,26.9611,0.4159,2107.7648758,32.5142302,1.5213,0.0246,0.6867,0.0083,21.8068,1.4816,0.000e+00
central,VELA28MRP,328348,3.239,2.0487804878,8,F160W,288.4190,0.0314,295.8086,0.0154,19.4299,0.0020,22.6089,0.0404,1767.5185842,3.1583912,1.2392,0.0038,0.5237,0.0011,-69.5319,0.0937,0.000e+00
central,VELA28MRP,331856,3.297,2.01204819277,0,F160W,294.6890,0.0455,308.6010,0.0441,19.5873,0.0027,34.4262,0.0933,2720.12766846,7.37194089,1.3015,0.0038,0.3604,0.0009,45.0353,0.0742,0.000e+00
other,VELA28MRP,331856,3.297,2.01204819277,0,F160W,405.2436,0.6143,221.6233,0.5873,22.3904,675.0894,251.7581,78269.1172,19892.2382827,6184301.23806,0.0259,0.0004,0.2239,0.0011,40.1015,0.0594,0.000e+00
other,VELA28MRP,331856,3.297,2.01204819277,1,F160W,246.3241,0.3670,322.2962,0.1693,20.8225,0.0054,65.7957,0.2463,5198.73538281,19.46097579,0.7989,0.0034,0.4634,0.0014,62.7657,0.1661,0.000e+00
central,VELA28MRP,331856,3.297,2.01204819277,1,F160W,309.2707,0.0459,298.4237,0.0151,19.7177,0.0025,25.4200,0.0496,2008.518086,3.91905968,1.2354,0.0044,0.3369,0.0009,81.0689,0.0587,0.000e+00
central,VELA28MRP,331856,3.297,2.01204819277,5,F160W,299.6862,0.0219,303.4813,0.0355,19.4819,0.0023,25.6238,0.0595,2024.62099654,4.70129135,1.4998,0.0036,0.6218,0.0013,-18.7609,0.1557,0.000e+00
other,VELA28MRP,331856,3.297,2.01204819277,5,F160W,6.9763,0.7245,149.0409,0.4450,24.0333,0.0296,32.8856,0.7166,2598.39977848,56.62093078,1.0057,0.0344,0.7501,0.0186,47.8267,3.1277,0.000e+00
central,VELA28MRP,331856,3.297,2.01204819277,6,F160W,309.7540,0.0610,298.6556,0.0220,19.5824,0.0027,35.2216,0.0983,2782.97484728,7.76700739,1.4285,0.0041,0.3625,0.0009,74.8277,0.0762,0.000e+00
central,VELA28MRP,331856,3.297,2.01204819277,7,F160W,298.0576,0.0252,302.6843,0.0201,19.4978,0.0020,23.8278,0.0498,1882.71310974,3.93486234,1.4107,0.0026,0.6165,0.0012,52.2333,0.1279,0.000e+00
other,VELA28MRP,331856,3.297,2.01204819277,7,F160W,77.4660,0.2450,131.0555,0.2103,23.7064,0.0146,26.1082,0.2986,2062.89503906,23.59337138,0.9386,0.0204,0.7247,0.0080,-84.3391,1.3899,0.000e+00
central,VELA28MRP,331856,3.297,2.01204819277,8,F160W,298.3508,0.0206,302.4944,0.0219,19.4715,0.0020,23.7108,0.0498,1873.46855364,3.93486234,1.4964,0.0031,0.6345,0.0013,44.4819,0.1335,0.000e+00
other,VELA28MRP,331856,3.297,2.01204819277,8,F160W,62.7087,0.3084,126.7319,0.2011,23.6780,0.0145,27.6454,0.3634,2184.35428382,28.71343322,0.9302,0.0222,0.6466,0.0080,-88.6326,1.0414,0.000e+00
other,VELA28MRP,335349,3.341,1.98507462687,0,F160W,548.4258,0.2412,318.2948,0.0873,23.1734,0.0152,32.7314,0.7450,2613.438633,59.484525,1.7802,0.0412,0.3397,0.0059,-72.2991,0.4293,0.000e+00
central,VELA28MRP,335349,3.341,1.98507462687,0,F160W,300.4270,0.0348,301.0081,0.0307,19.6299,0.0028,31.3943,0.0998,2506.6778835,7.968531,1.8318,0.0052,0.3854,0.0010,48.0327,0.0867,0.000e+00
other,VELA28MRP,335349,3.341,1.98507462687,1,F160W,63.4575,0.1901,158.8188,0.1820,23.5792,0.0155,16.9575,0.2505,1353.9715875,20.0011725,1.0052,0.0213,0.8957,0.0105,-74.6503,4.5383,0.000e+00
central,VELA28MRP,335349,3.341,1.98507462687,1,F160W,300.7310,0.0411,300.1983,0.0165,19.4587,0.0023,31.6175,0.0759,2524.4992875,6.0602355,1.6534,0.0040,0.3763,0.0008,82.8154,0.0641,0.000e+00
other,VELA28MRP,335349,3.341,1.98507462687,5,F160W,81.7966,0.1856,113.6548,0.1205,23.2917,0.0142,22.6599,0.3936,1809.2797155,31.426992,1.6560,0.0361,0.6243,0.0078,-86.2227,1.0927,0.000e+00
central,VELA28MRP,335349,3.341,1.98507462687,5,F160W,300.0287,0.0139,299.8176,0.0217,19.5156,0.0024,21.7373,0.0618,1735.6147185,4.934421,2.0942,0.0050,0.5892,0.0014,-25.0352,0.1462,0.000e+00
central,VELA28MRP,335349,3.341,1.98507462687,6,F160W,300.3669,0.0218,300.1209,0.0115,19.5727,0.0027,23.5430,0.0792,1879.790835,6.323724,2.4128,0.0061,0.4154,0.0011,72.1214,0.0974,0.000e+00
other,VELA28MRP,335349,3.341,1.98507462687,7,F160W,142.8248,0.8134,88.8976,0.7305,25.6488,40.4499,2.734e-03,2.068e-01,0.21829623,16.511946,18.3746,193.5594,0.0533,0.1086,45.2471,10.4116,0.000e+00
central,VELA28MRP,335349,3.341,1.98507462687,7,F160W,300.5339,0.0087,300.0124,0.0118,19.4939,0.0021,14.3504,0.0369,1145.807688,2.9462805,2.3608,0.0042,0.7947,0.0017,41.9967,0.3061,0.000e+00
other,VELA28MRP,335349,3.341,1.98507462687,8,F160W,133.9830,0.1248,89.0625,0.1170,23.4965,0.0137,14.4575,0.2213,1154.3590875,17.6696985,1.3942,0.0246,0.9427,0.0095,-47.0602,7.9026,0.000e+00
central,VELA28MRP,335349,3.341,1.98507462687,8,F160W,300.5011,0.0102,300.0680,0.0143,19.4696,0.0021,15.9644,0.0400,1274.677518,3.1938,2.2586,0.0042,0.7785,0.0016,27.7654,0.2877,0.000e+00
central,VELA28MRP,338885,3.399,1.94985250737,0,F160W,300.3015,0.0112,299.7239,0.0234,19.6439,0.0028,26.0039,0.0947,2098.1766793,7.6410589,2.5628,0.0079,0.4176,0.0012,-1.0840,0.1010,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,0,F160W,395.2299,0.0499,213.8476,0.0563,23.3117,0.0115,7.7846,0.1646,628.1160202,13.2810802,2.1186,0.0442,0.9781,0.0131,4.4472,26.5163,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,0,F160W,302.4264,0.0512,253.8909,0.0862,21.0401,0.0072,25.3032,0.2967,2041.6392984,23.9398329,1.8248,0.0192,0.6307,0.0047,15.0480,0.6055,0.000e+00
central,VELA28MRP,338885,3.399,1.94985250737,1,F160W,292.6469,0.0192,296.7744,0.0278,20.7056,0.0053,15.0677,0.0706,1215.7675099,5.6965022,2.4551,0.0125,0.6886,0.0042,12.2184,0.4513,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,1,F160W,255.3145,0.0397,515.1078,0.0790,22.5978,0.1366,1012.7321,468.3095,81714.3149527,37786.4886265,19.9996,2.0103,0.6282,0.0095,31.6792,1.3027,0.000e+00
central,VELA28MRP,338885,3.399,1.94985250737,5,F160W,300.7429,0.0006,296.8826,0.0033,19.4592,0.0001,24.8514,0.0002,2005.1849118,0.0161374,1.7771,0.0006,0.5976,0.0001,16.9221,0.0543,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,5,F160W,258.3630,5.8075,498.5476,2.5523,23.8694,25.5523,0.0101,0.4463,0.8149387,36.0106081,1.2464,23.1576,0.4615,25.4380,-81.9400,3831.3689,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,5,F160W,406.1552,0.0520,279.7781,0.0424,22.8173,0.0101,11.2094,0.1363,904.4528578,10.9976381,2.3258,0.0316,0.8144,0.0086,77.0483,2.0528,0.000e+00
central,VELA28MRP,338885,3.399,1.94985250737,6,F160W,297.2743,0.0261,298.1558,0.0271,19.4614,0.0027,32.1172,0.0989,2591.4405164,7.9799443,2.1669,0.0064,0.3817,0.0010,-44.4181,0.0827,0.000e+00
central,VELA28MRP,338885,3.399,1.94985250737,7,F160W,300.9853,0.0240,298.3950,0.0173,19.4420,0.0021,20.2978,0.0456,1637.7685886,3.6793272,1.6775,0.0040,0.7124,0.0014,82.4085,0.1967,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,7,F160W,259.8993,0.0437,519.9088,0.0334,23.1630,0.0101,9.1874,0.1017,741.3037438,8.2058679,2.1749,0.0245,0.7685,0.0081,-63.4390,1.7214,0.000e+00
central,VELA28MRP,338885,3.399,1.94985250737,8,F160W,301.1461,0.0227,298.1396,0.0181,19.4389,0.0021,20.2068,0.0458,1630.4260716,3.6954646,1.6874,0.0042,0.7653,0.0015,71.4525,0.2574,0.000e+00
other,VELA28MRP,338885,3.399,1.94985250737,8,F160W,259.4098,0.0564,518.4247,0.0431,23.0928,0.0108,10.8711,0.1240,877.1564457,10.005188,1.9182,0.0252,0.8038,0.0093,-60.5820,2.0084,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,0,F160W,390.0492,0.0618,498.4135,0.0399,22.7988,0.0107,9.9622,0.1050,812.51105468,8.563737,1.4982,0.0179,0.6415,0.0070,-67.2167,0.8150,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,0,F160W,320.9576,0.0532,320.2276,0.0192,20.5667,0.0038,16.2080,0.0471,1321.9147552,3.84144774,0.5046,0.0043,0.3024,0.0012,-82.3554,0.1050,0.000e+00
central,VELA28MRP,342550,3.457,1.91545189504,0,F160W,303.6952,0.0197,301.9948,0.0153,19.5125,0.0024,25.5423,0.0693,2083.21466262,5.65206642,2.2604,0.0051,0.4621,0.0011,-56.6689,0.0922,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,1,F160W,288.2824,0.0225,248.0694,0.0563,20.5311,0.0044,19.4825,0.0884,1588.9810105,7.20985096,1.2463,0.0106,0.3966,0.0018,-0.2486,0.1662,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,1,F160W,140.5092,0.0290,372.7721,0.0502,22.7048,0.0101,9.5331,0.0966,777.51391614,7.87863804,1.6197,0.0256,0.5872,0.0060,29.2314,0.6362,0.000e+00
central,VELA28MRP,342550,3.457,1.91545189504,1,F160W,299.9720,0.0112,297.3296,0.0228,19.6023,0.0025,26.1442,0.0732,2132.30526548,5.97014808,2.2794,0.0070,0.4192,0.0010,-19.9604,0.0869,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,5,F160W,296.6387,0.0621,448.0361,0.0685,22.6250,0.0096,10.6130,0.1114,865.5899122,9.08571716,1.5579,0.0245,0.9519,0.0087,-0.9834,7.3913,0.000e+00
central,VELA28MRP,342550,3.457,1.91545189504,5,F160W,299.3450,0.0128,299.6561,0.0123,19.6158,0.0026,18.7137,0.0596,1526.27814378,4.86094024,2.3724,0.0070,0.6241,0.0018,-46.6664,0.2144,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,5,F160W,291.8549,0.0273,261.7934,0.0295,20.3157,0.0040,18.3987,0.1012,1500.58693278,8.25381128,1.7427,0.0119,0.8736,0.0032,-42.5335,1.2305,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,6,F160W,109.4800,0.0200,352.4903,0.0132,24.1333,1.3822,7.865e-03,4.152e-02,0.641464681,3.386346288,20.0000,30.3225,0.6654,0.1416,-33.1296,22.8915,0.000e+00
central,VELA28MRP,342550,3.457,1.91545189504,6,F160W,296.4743,0.0106,297.1745,0.0160,19.8428,0.0032,14.2819,0.0428,1164.82319486,3.49074232,2.4745,0.0074,0.7173,0.0027,22.0864,0.3665,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,7,F160W,392.5312,0.0275,460.2320,0.0062,22.4325,0.1192,1301.4280,493.6672,106143.686823,40263.2006317,19.9997,2.3196,0.4232,0.0023,70.3733,0.2297,0.000e+00
central,VELA28MRP,342550,3.457,1.91545189504,7,F160W,299.8913,0.0216,298.9521,0.0184,19.4104,0.0023,18.6074,0.0436,1517.60837956,3.55598984,1.8706,0.0048,0.7484,0.0016,73.8858,0.2439,0.000e+00
other,VELA28MRP,342550,3.457,1.91545189504,8,F160W,382.0352,0.0831,459.6956,0.0403,22.8208,0.0979,1208.8416,424.8752,98592.395591,34652.5663869,19.9992,1.4720,0.4420,0.0033,73.6103,0.3123,0.000e+00
central,VELA28MRP,342550,3.457,1.91545189504,8,F160W,299.3860,0.0187,298.8145,0.0233,19.3910,0.0023,18.1575,0.0509,1480.9148055,4.15137346,1.7742,0.0054,0.8051,0.0017,-3.3770,0.3308,0.000e+00
central,VELA28MRP,345959,3.501,1.8901734104,0,F160W,300.8260,0.0150,302.7119,0.0360,19.5485,0.0026,32.8993,0.0953,2709.95153023,7.84996583,2.1091,0.0072,0.3596,0.0009,-4.3594,0.0787,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,0,F160W,107.0055,0.2150,472.6285,0.1294,23.1430,0.0136,21.8542,0.2356,1800.15449362,19.40663116,0.7506,0.0130,0.5640,0.0067,61.5104,0.7560,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,0,F160W,341.3886,0.0694,375.2704,0.0868,21.0005,0.0057,26.5631,0.1786,2188.03176641,14.71147846,1.1331,0.0133,0.6887,0.0037,-24.9190,0.5537,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,1,F160W,504.7722,0.1347,185.9913,0.1042,22.9682,0.0113,17.7461,0.1766,1461.76577771,14.54673626,0.9894,0.0219,0.7002,0.0076,68.7355,1.0652,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,1,F160W,374.3823,0.0877,291.5731,0.0429,21.0998,0.0058,24.0219,0.1543,1978.71032709,12.70986073,1.1853,0.0123,0.5691,0.0034,-75.5969,0.3970,0.000e+00
central,VELA28MRP,345959,3.501,1.8901734104,1,F160W,303.0759,0.0340,299.9944,0.0113,19.4606,0.0022,34.4501,0.0874,2837.69263211,7.19923414,2.0206,0.0057,0.2954,0.0007,75.7740,0.0394,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,5,F160W,473.5129,0.2160,353.7917,0.1455,23.1728,0.0139,19.3286,0.2410,1592.11804346,19.8514351,0.7879,0.0146,0.6893,0.0079,-83.0780,1.1968,0.000e+00
central,VELA28MRP,345959,3.501,1.8901734104,5,F160W,299.1934,0.0163,302.4682,0.0245,19.4284,0.0024,23.5766,0.0636,1942.03047626,5.23880196,1.9234,0.0053,0.6145,0.0014,24.7377,0.1679,0.000e+00
central,VELA28MRP,345959,3.501,1.8901734104,6,F160W,302.0226,0.0117,297.1541,0.0215,19.7002,0.0029,20.8876,0.0647,1720.53458836,5.32941017,2.2650,0.0080,0.5115,0.0014,20.3199,0.1199,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,6,F160W,174.4484,0.0320,57.5407,0.0417,23.6214,0.5191,2350.5964,3768.7727,193621.211124,310437.952949,19.9988,5.5660,0.7803,0.0369,-86.7106,7.8238,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,6,F160W,359.7793,0.0720,238.9807,0.0832,20.8740,0.0055,24.0436,0.1289,1980.49777996,10.61763479,1.1582,0.0126,0.8955,0.0042,34.7091,1.7938,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,7,F160W,466.2386,0.1853,261.3170,0.1158,23.0893,0.0122,18.8115,0.2258,1549.52394765,18.59939438,0.8690,0.0180,0.6107,0.0068,82.0346,0.8454,0.000e+00
central,VELA28MRP,345959,3.501,1.8901734104,7,F160W,297.7050,0.0235,301.1128,0.0164,19.3950,0.0022,21.8384,0.0536,1798.85303024,4.41509096,1.8623,0.0047,0.6482,0.0014,80.0267,0.1564,0.000e+00
other,VELA28MRP,345959,3.501,1.8901734104,8,F160W,467.9220,0.1116,276.3045,0.0917,24.8523,0.3681,549.9113,814.6666,45296.7986834,67104.9839753,19.9980,6.9394,0.4668,0.0309,46.7152,2.2583,0.000e+00
central,VELA28MRP,345959,3.501,1.8901734104,8,F160W,298.4925,0.0183,301.2725,0.0153,19.4257,0.0023,18.7273,0.0461,1542.58830103,3.79730771,1.9541,0.0057,0.7890,0.0017,71.7906,0.3261,0.000e+00
central,VELA28MRP,349344,3.546,1.86532951289,0,F160W,298.0711,0.0173,296.5587,0.0294,19.4564,0.0023,33.2281,0.0850,2763.82031932,7.070062,2.0704,0.0054,0.3360,0.0008,-28.7543,0.0615,0.000e+00
other,VELA28MRP,349344,3.546,1.86532951289,1,F160W,590.8613,0.2120,356.2054,0.1181,23.4595,0.0167,26.3952,0.4725,2195.47882944,39.301227,1.8255,0.0365,0.5957,0.0110,72.4361,1.2969,0.000e+00
central,VELA28MRP,349344,3.546,1.86532951289,1,F160W,296.0065,0.0374,301.5019,0.0126,19.4054,0.0021,35.3873,0.0813,2943.41652956,6.76230636,1.7710,0.0042,0.3148,0.0006,84.9097,0.0504,0.000e+00
central,VELA28MRP,349344,3.546,1.86532951289,5,F160W,301.7192,0.0142,299.7156,0.0185,19.4359,0.0022,22.4120,0.0550,1864.1674064,4.574746,2.0122,0.0049,0.6256,0.0013,39.8452,0.1555,0.000e+00
other,VELA28MRP,349344,3.546,1.86532951289,5,F160W,435.1391,0.1474,526.2726,0.1749,23.3406,0.0134,23.4292,0.2231,1948.77525424,18.55683332,0.7043,0.0111,0.5256,0.0058,-44.8226,0.6613,0.000e+00
central,VELA28MRP,349344,3.546,1.86532951289,6,F160W,303.4537,0.0224,304.7485,0.0285,19.4854,0.0023,31.3626,0.0830,2608.65325272,6.9037076,1.9389,0.0048,0.3607,0.0009,-38.6218,0.0665,0.000e+00
central,VELA28MRP,349344,3.546,1.86532951289,7,F160W,300.2433,0.0199,300.5174,0.0142,19.4527,0.0020,20.2220,0.0466,1682.0093384,3.87605752,1.8591,0.0044,0.7051,0.0014,-75.6041,0.1785,0.000e+00
other,VELA28MRP,349344,3.546,1.86532951289,7,F160W,468.9583,0.1704,405.8277,0.0999,23.3040,0.0121,20.3948,0.2416,1696.38235856,20.09561152,1.0170,0.0170,0.5788,0.0065,-69.2800,0.7317,0.000e+00
central,VELA28MRP,349344,3.546,1.86532951289,8,F160W,300.5197,0.0185,300.2942,0.0155,19.4502,0.0020,18.8523,0.0430,1568.08152756,3.5766196,1.8670,0.0042,0.7839,0.0016,-84.7294,0.2776,0.000e+00
other,VELA28MRP,349344,3.546,1.86532951289,8,F160W,464.2629,0.1859,425.0464,0.1056,23.3123,0.0123,21.6560,0.2574,1801.2854432,21.40981128,0.9449,0.0154,0.5593,0.0062,-67.5909,0.6813,0.000e+00
central,VELA28MRP,352601,3.605,1.8328611898,0,F160W,302.5302,0.0282,302.1011,0.0238,19.5229,0.0022,33.1721,0.0830,2784.88404246,6.9680658,1.9085,0.0044,0.3486,0.0008,-51.4243,0.0600,0.000e+00
other,VELA28MRP,352601,3.605,1.8328611898,0,F160W,551.8373,0.1263,585.9516,0.2218,23.1955,0.0142,27.7811,0.5091,2332.29557586,42.74026866,1.3945,0.0396,0.5064,0.0075,-28.6310,0.8214,0.000e+00
central,VELA28MRP,352601,3.605,1.8328611898,1,F160W,302.3341,0.0377,300.7625,0.0152,19.5380,0.0022,33.6264,0.0831,2823.02370864,6.97646106,1.8698,0.0043,0.3801,0.0008,79.2908,0.0686,0.000e+00
central,VELA28MRP,352601,3.605,1.8328611898,5,F160W,300.6294,0.0184,300.8389,0.0143,19.5211,0.0021,21.3875,0.0550,1795.5362325,4.617393,2.1506,0.0050,0.7083,0.0014,72.2805,0.2125,0.000e+00
other,VELA28MRP,352601,3.605,1.8328611898,5,F160W,251.4216,40.4934,703.2349,67.7926,19.4024,6.0066,23.5049,32.9821,1973.29746774,2768.93304846,1.7192,1.0477,0.2085,0.0482,-32.5064,1.4869,0.000e+00
central,VELA28MRP,352601,3.605,1.8328611898,6,F160W,298.3027,0.0382,300.2457,0.0154,19.5574,0.0023,32.8918,0.0860,2761.35212868,7.2199236,1.8713,0.0045,0.3856,0.0009,-73.0130,0.0726,0.000e+00
central,VELA28MRP,352601,3.605,1.8328611898,7,F160W,300.0759,0.0118,300.8073,0.0114,19.4912,0.0019,17.4644,0.0397,1466.18178744,3.33291822,2.0590,0.0042,0.7683,0.0016,-44.6450,0.2395,0.000e+00
other,VELA28MRP,352601,3.605,1.8328611898,7,F160W,314.0515,0.0928,545.5820,0.1574,23.2698,0.0116,22.7039,0.3163,1906.05143514,26.55420738,1.3959,0.0304,0.5685,0.0063,-26.1298,0.7197,0.000e+00
central,VELA28MRP,352601,3.605,1.8328611898,8,F160W,300.1540,0.0127,300.7564,0.0120,19.5390,0.0020,14.6531,0.0377,1230.16584306,3.16501302,2.0257,0.0045,0.9779,0.0017,-60.2370,3.0996,0.000e+00
other,VELA28MRP,352601,3.605,1.8328611898,8,F160W,285.7261,0.2265,545.3129,0.0795,26.8466,26.3088,6.068e-03,3.734e-01,0.5094243768,31.34790084,19.7974,218.0134,0.2287,0.1840,85.7352,13.3577,0.000e+00
central,VELA28MRP,355522,3.649,1.80898876404,0,F160W,300.8663,0.0303,300.5928,0.0148,19.6356,0.0021,27.8098,0.0674,2354.04673138,5.70528194,1.9517,0.0042,0.4997,0.0011,-85.4243,0.0964,0.000e+00
central,VELA28MRP,355522,3.649,1.80898876404,1,F160W,300.6102,0.0313,300.8609,0.0290,19.6506,0.0021,35.7653,0.0855,3027.46469093,7.23741255,1.6785,0.0035,0.3362,0.0007,47.5123,0.0534,0.000e+00
central,VELA28MRP,355522,3.649,1.80898876404,5,F160W,300.4511,0.0151,300.7047,0.0119,19.5925,0.0020,20.7997,0.0510,1760.65508557,4.3170531,2.2447,0.0052,0.7185,0.0014,69.0406,0.2082,0.000e+00
central,VELA28MRP,355522,3.649,1.80898876404,6,F160W,300.3230,0.0175,300.5107,0.0356,19.7024,0.0023,32.9878,0.0894,2792.35459318,7.56754014,1.8923,0.0047,0.3902,0.0009,-24.8125,0.0756,0.000e+00
central,VELA28MRP,355522,3.649,1.80898876404,7,F160W,300.2310,0.0127,300.7048,0.0105,19.5830,0.0019,17.2647,0.0383,1461.42405207,3.24202223,2.0356,0.0040,0.8072,0.0015,-55.1141,0.2953,0.000e+00
other,VELA28MRP,355522,3.649,1.80898876404,7,F160W,323.2198,0.0959,593.4705,0.1818,23.2683,0.0131,25.5912,0.3990,2166.24645672,33.7745919,1.5383,0.0332,0.5018,0.0066,-31.5393,0.7394,0.000e+00
central,VELA28MRP,359040,3.694,1.78551532033,0,F160W,300.9738,0.0262,299.9218,0.0218,19.6690,0.0022,30.6999,0.0800,2624.40551142,6.838864,2.0021,0.0045,0.3908,0.0009,49.6278,0.0728,0.000e+00
central,VELA28MRP,359040,3.694,1.78551532033,1,F160W,299.7679,0.0318,300.7203,0.0139,19.6682,0.0022,30.4523,0.0678,2603.23922734,5.79593724,2.0525,0.0048,0.4056,0.0009,84.1922,0.0616,0.000e+00
central,VELA28MRP,359040,3.694,1.78551532033,5,F160W,300.5550,0.0130,300.0707,0.0171,19.6454,0.0022,20.3048,0.0518,1735.77207184,4.42816444,2.0895,0.0050,0.7549,0.0016,-40.3363,0.2593,0.000e+00
central,VELA28MRP,359040,3.694,1.78551532033,6,F160W,299.7375,0.0339,300.6479,0.0149,19.6855,0.0024,31.1504,0.0667,2662.91686432,5.70190286,2.0408,0.0052,0.4184,0.0010,75.5165,0.0691,0.000e+00
central,VELA28MRP,359040,3.694,1.78551532033,7,F160W,300.6084,0.0116,300.1016,0.0148,19.6281,0.0019,19.0154,0.0427,1625.54668132,3.65024366,2.0229,0.0042,0.7677,0.0015,40.1558,0.2373,0.000e+00
central,VELA28MRP,359040,3.694,1.78551532033,8,F160W,300.5771,0.0140,300.0720,0.0166,19.6572,0.0020,17.9149,0.0408,1531.46955842,3.48782064,1.9170,0.0041,0.8476,0.0017,35.4260,0.4008,0.000e+00
